,NAICS2017_LABEL,SEX_LABEL,ETH_GROUP,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP_LABEL,YIBSZFI,YIBSZFI_LABEL,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,EMPSZFI,EMPSZFI_LABEL
233,Total for all sectors,Male,001,60,Asian,Total,319,Firms with 4 to 5 years in business,43236,51156166,301069,10589137,,
234,Total for all sectors,Male,001,60,Asian,Total,321,Firms with 6 to 10 years in business,68105,97640601,550026,21449011,,
235,Total for all sectors,Male,001,60,Asian,Total,322,Firms with 11 to 15 years in business,45676,84096571,430660,17767139,,
236,Total for all sectors,Male,001,60,Asian,Total,323,Firms with 16 or more years in business,67797,259742353,1133007,52265595,,
237,Total for all sectors,Equally male/female,001,60,Asian,Total,311,Firms with less than 2 years in business,12445,7730235,56435,1575512,,
238,Total for all sectors,Equally male/female,001,60,Asian,Total,318,Firms with 2 to 3 years in business,11589,8676463,72474,1717869,,
239,Total for all sectors,Equally male/female,001,60,Asian,Total,319,Firms with 4 to 5 years in business,10523,8702054,66019,1848688,,
240,Total for all sectors,Equally male/female,001,60,Asian,Total,321,Firms with 6 to 10 years in business,16569,16862439,116875,3129630,,
241,Total for all sectors,Equally male/female,001,60,Asian,Total,322,Firms with 11 to 15 years in business,12188,15692386,102544,2998512,,
242,Total for all sectors,Equally male/female,001,60,Asian,Total,323,Firms with 16 or more years in business,16645,37203896,222660,7603857,,
243,Total for all sectors,Total,020,60,Asian,Total,311,Firms with less than 2 years in business,688,298775,1324,48432,,
244,Total for all sectors,Total,020,60,Asian,Total,318,Firms with 2 to 3 years in business,S,S,"2,500 to 4,999 employees",S,,
245,Total for all sectors,Total,020,60,Asian,Total,319,Firms with 4 to 5 years in business,S,S,"2,500 to 4,999 employees",S,,
246,Total for all sectors,Total,020,60,Asian,Total,321,Firms with 6 to 10 years in business,S,S,"1,000 to 2,499 employees",S,,
247,Total for all sectors,Total,020,60,Asian,Total,322,Firms with 11 to 15 years in business,661,508068,4819,216245,,
248,Total for all sectors,Total,020,60,Asian,Total,323,Firms with 16 or more years in business,794,1085612,7895,236076,,
249,Total for all sectors,Total,028,60,Asian,Total,311,Firms with less than 2 years in business,51,7256,22,1594,,
250,Total for all sectors,Total,028,60,Asian,Total,318,Firms with 2 to 3 years in business,S,S,"1,000 to 2,499 employees",S,,
251,Total for all sectors,Total,028,60,Asian,Total,319,Firms with 4 to 5 years in business,S,S,250 to 499 employees,S,,
252,Total for all sectors,Total,028,60,Asian,Total,321,Firms with 6 to 10 years in business,D,D,0 to 19 employees,D,,
253,Total for all sectors,Total,028,60,Asian,Total,322,Firms with 11 to 15 years in business,D,D,0 to 19 employees,D,,
254,Total for all sectors,Total,028,60,Asian,Total,323,Firms with 16 or more years in business,S,S,"1,000 to 2,499 employees",S,,
255,Total for all sectors,Total,029,60,Asian,Total,311,Firms with less than 2 years in business,97407,68140853,435258,14583711,,
256,Total for all sectors,Total,029,60,Asian,Total,318,Firms with 2 to 3 years in business,94140,90173658,659046,19009975,,
257,Total for all sectors,Total,029,60,Asian,Total,319,Firms with 4 to 5 years in business,75937,80569109,522343,17378486,,
258,Total for all sectors,Total,029,60,Asian,Total,321,Firms with 6 to 10 years in business,119073,149522494,924725,33170417,,
259,Total for all sectors,Total,029,60,Asian,Total,322,Firms with 11 to 15 years in business,80877,127352216,722452,27765599,,
260,Total for all sectors,Total,029,60,Asian,Total,323,Firms with 16 or more years in business,109681,354127565,1655702,72929064,,
261,Total for all sectors,Total,001,70,Native Hawaiian and Other Pacific Islander,Total,311,Firms with less than 2 years in business,1367,671929,4974,169654,,
262,Total for all sectors,Total,001,70,Native Hawaiian and Other Pacific Islander,Total,318,Firms with 2 to 3 years in business,1324,946328,5814,261697,,
263,Total for all sectors,Total,001,70,Native Hawaiian and Other Pacific Islander,Total,319,Firms with 4 to 5 years in business,868,475580,4148,124028,,
264,Total for all sectors,Total,001,70,Native Hawaiian and Other Pacific Islander,Total,321,Firms with 6 to 10 years in business,1096,936343,8804,241425,,
265,Total for all sectors,Total,001,70,Native Hawaiian and Other Pacific Islander,Total,322,Firms with 11 to 15 years in business,1193,1345798,8649,341138,,
266,Total for all sectors,Total,001,70,Native Hawaiian and Other Pacific Islander,Total,323,Firms with 16 or more years in business,1485,4104465,19480,787372,,
267,Total for all sectors,Female,001,70,Native Hawaiian and Other Pacific Islander,Total,311,Firms with less than 2 years in business,381,161632,1752,50787,,
268,Total for all sectors,Female,001,70,Native Hawaiian and Other Pacific Islander,Total,318,Firms with 2 to 3 years in business,S,S,"1,000 to 2,499 employees",S,,
269,Total for all sectors,Female,001,70,Native Hawaiian and Other Pacific Islander,Total,319,Firms with 4 to 5 years in business,286,106065,1047,28061,,
270,Total for all sectors,Female,001,70,Native Hawaiian and Other Pacific Islander,Total,321,Firms with 6 to 10 years in business,245,194004,2437,54261,,
271,Total for all sectors,Female,001,70,Native Hawaiian and Other Pacific Islander,Total,322,Firms with 11 to 15 years in business,S,S,"1,000 to 2,499 employees",S,,
272,Total for all sectors,Female,001,70,Native Hawaiian and Other Pacific Islander,Total,323,Firms with 16 or more years in business,S,S,"2,500 to 4,999 employees",S,,
273,Total for all sectors,Male,001,70,Native Hawaiian and Other Pacific Islander,Total,311,Firms with less than 2 years in business,941,487341,3132,113527,,
274,Total for all sectors,Male,001,70,Native Hawaiian and Other Pacific Islander,Total,318,Firms with 2 to 3 years in business,801,671729,3218,187137,,
275,Total for all sectors,Male,001,70,Native Hawaiian and Other Pacific Islander,Total,319,Firms with 4 to 5 years in business,576,352514,3016,93149,,
276,Total for all sectors,Male,001,70,Native Hawaiian and Other Pacific Islander,Total,321,Firms with 6 to 10 years in business,774,709684,5657,176746,,
277,Total for all sectors,Male,001,70,Native Hawaiian and Other Pacific Islander,Total,322,Firms with 11 to 15 years in business,834,1094732,7062,277458,,
278,Total for all sectors,Male,001,70,Native Hawaiian and Other Pacific Islander,Total,323,Firms with 16 or more years in business,982,3439028,12270,551233,,
279,Total for all sectors,Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,311,Firms with less than 2 years in business,S,S,20 to 99 employees,S,,
280,Total for all sectors,Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,318,Firms with 2 to 3 years in business,S,S,100 to 249 employees,S,,
281,Total for all sectors,Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,319,Firms with 4 to 5 years in business,S,S,20 to 99 employees,S,,
282,Total for all sectors,Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,321,Firms with 6 to 10 years in business,S,S,500 to 999 employees,S,,
283,Total for all sectors,Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,322,Firms with 11 to 15 years in business,S,S,20 to 99 employees,S,,
284,Total for all sectors,Equally male/female,001,70,Native Hawaiian and Other Pacific Islander,Total,323,Firms with 16 or more years in business,S,S,"1,000 to 2,499 employees",S,,
285,Total for all sectors,Total,020,70,Native Hawaiian and Other Pacific Islander,Total,311,Firms with less than 2 years in business,221,121186,952,32256,,
286,Total for all sectors,Total,020,70,Native Hawaiian and Other Pacific Islander,Total,318,Firms with 2 to 3 years in business,S,S,250 to 499 employees,S,,
287,Total for all sectors,Total,020,70,Native Hawaiian and Other Pacific Islander,Total,319,Firms with 4 to 5 years in business,S,S,500 to 999 employees,S,,
288,Total for all sectors,Total,020,70,Native Hawaiian and Other Pacific Islander,Total,321,Firms with 6 to 10 years in business,S,S,"1,000 to 2,499 employees",S,,
289,Total for all sectors,Total,020,70,Native Hawaiian and Other Pacific Islander,Total,322,Firms with 11 to 15 years in business,S,S,"1,000 to 2,499 employees",S,,
290,Total for all sectors,Total,020,70,Native Hawaiian and Other Pacific Islander,Total,323,Firms with 16 or more years in business,145,106637,687,22104,,
291,Total for all sectors,Total,029,70,Native Hawaiian and Other Pacific Islander,Total,311,Firms with less than 2 years in business,1144,550743,4022,137398,,
292,Total for all sectors,Total,029,70,Native Hawaiian and Other Pacific Islander,Total,318,Firms with 2 to 3 years in business,1187,910926,5545,255425,,
293,Total for all sectors,Total,029,70,Native Hawaiian and Other Pacific Islander,Total,319,Firms with 4 to 5 years in business,607,376317,3542,106023,,
294,Total for all sectors,Total,029,70,Native Hawaiian and Other Pacific Islander,Total,321,Firms with 6 to 10 years in business,938,780735,6960,223803,,
295,Total for all sectors,Total,029,70,Native Hawaiian and Other Pacific Islander,Total,322,Firms with 11 to 15 years in business,1078,1026464,7279,301095,,
296,Total for all sectors,Total,029,70,Native Hawaiian and Other Pacific Islander,Total,323,Firms with 16 or more years in business,1340,3997828,18793,765269,,
297,Total for all sectors,Total,001,90,Minority,Total,311,Firms with less than 2 years in business,187684,121750525,784439,27294561,,
298,Total for all sectors,Total,001,90,Minority,Total,318,Firms with 2 to 3 years in business,176430,151429659,1150284,33890721,,
299,Total for all sectors,Total,001,90,Minority,Total,319,Firms with 4 to 5 years in business,138230,141750637,1020872,32823646,,
300,Total for all sectors,Total,001,90,Minority,Total,321,Firms with 6 to 10 years in business,214836,262136015,1798548,61903780,,
301,Total for all sectors,Total,001,90,Minority,Total,322,Firms with 11 to 15 years in business,149568,214375213,1367859,51261731,,
302,Total for all sectors,Total,001,90,Minority,Total,323,Firms with 16 or more years in business,210577,617340735,3226382,137286185,,
303,Total for all sectors,Female,001,90,Minority,Total,311,Firms with less than 2 years in business,56352,30183741,232519,7467372,,
304,Total for all sectors,Female,001,90,Minority,Total,318,Firms with 2 to 3 years in business,53710,37921638,342574,9709988,,
305,Total for all sectors,Female,001,90,Minority,Total,319,Firms with 4 to 5 years in business,40068,36561408,313725,9421190,,
306,Total for all sectors,Female,001,90,Minority,Total,321,Firms with 6 to 10 years in business,62650,60103603,507457,15781498,,
307,Total for all sectors,Female,001,90,Minority,Total,322,Firms with 11 to 15 years in business,41624,44746545,352678,12171821,,
308,Total for all sectors,Female,001,90,Minority,Total,323,Firms with 16 or more years in business,52238,113549338,689710,27330121,,
309,Total for all sectors,Male,001,90,Minority,Total,311,Firms with less than 2 years in business,108632,78178346,450399,17005261,,
310,Total for all sectors,Male,001,90,Minority,Total,318,Firms with 2 to 3 years in business,102225,98892358,680426,21177622,,
311,Total for all sectors,Male,001,90,Minority,Total,319,Firms with 4 to 5 years in business,80793,92111451,597146,20482598,,
312,Total for all sectors,Male,001,90,Minority,Total,321,Firms with 6 to 10 years in business,124617,173862229,1066637,40077444,,
313,Total for all sectors,Male,001,90,Minority,Total,322,Firms with 11 to 15 years in business,87515,143714843,827529,33173011,,
314,Total for all sectors,Male,001,90,Minority,Total,323,Firms with 16 or more years in business,131414,446101200,2161884,97692481,,
315,Total for all sectors,Equally male/female,001,90,Minority,Total,311,Firms with less than 2 years in business,22700,13388437,101520,2821928,,
316,Total for all sectors,Equally male/female,001,90,Minority,Total,318,Firms with 2 to 3 years in business,20495,14615662,127284,3003112,,
317,Total for all sectors,Equally male/female,001,90,Minority,Total,319,Firms with 4 to 5 years in business,17369,13077777,110001,2919858,,
318,Total for all sectors,Equally male/female,001,90,Minority,Total,321,Firms with 6 to 10 years in business,27569,28170184,224455,6044838,,
319,Total for all sectors,Equally male/female,001,90,Minority,Total,322,Firms with 11 to 15 years in business,20428,25913824,187651,5916900,,
320,Total for all sectors,Equally male/female,001,90,Minority,Total,323,Firms with 16 or more years in business,26925,57690197,374788,12263583,,
321,Total for all sectors,Total,001,91,Equally minority/nonminority,Total,311,Firms with less than 2 years in business,18409,11351339,72835,4072476,,
322,Total for all sectors,Total,001,91,Equally minority/nonminority,Total,318,Firms with 2 to 3 years in business,13967,11976711,102751,3216503,,
323,Total for all sectors,Total,001,91,Equally minority/nonminority,Total,319,Firms with 4 to 5 years in business,11181,9945570,72314,2616008,,
324,Total for all sectors,Total,001,91,Equally minority/nonminority,Total,321,Firms with 6 to 10 years in business,16382,21608801,179317,6038875,,
